gkg_record_id,date,source,document_url,headline,retrieval_bucket,human_label,notes
20240120211500-771,20240120211500,japantoday.com,https://japantoday.com/category/tech/in-davos-ai-excitement-persists-but-fears-over-managing-risks,"In Davos, AI excitement persists but fears over managing risks",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240120214500-775,20240120214500,kopsource.com,https://www.kopsource.com/2024/01/20/contrasting-bed-bath-beyond-nasdaqbbbyq-and-the-container-store-group-nysetcs.html,"Contrasting Bed, Bath & Beyond (NASDAQ:BBBYQ) and The Container Store Group (NYSE:TCS)",BROAD_ONLY,NOT_RELEVANT,Foreign corporate/sports entity collision
20240121010000-165,20240121010000,indiatimes.com,https://economictimes.indiatimes.com/tech/technology/it-gives-bears-a-bull-hug-what-is-driving-the-rally-in-tech-stocks/articleshow/107018419.cms,it companies: IT gives bears a bull hug: what is driving the rally in tech stocks?,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240121043000-518,20240121043000,mizzima.com,https://eng.mizzima.com/2024/01/21/6442,"In Davos, AI excitement persists but fears over managing risks – ENG.MIZZIMA.COM",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240121054500-133,20240121054500,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/it-gives-bears-a-bull-hug/articleshow/107023664.cms,it stocks: IT gives bears a bull hug! - The Economic Times,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240121054500-149,20240121054500,thehindu.com,https://www.thehindu.com/business/markets/mcap-of-five-of-top-10-most-valued-firms-erode-by-167-lakh-crore/article67761851.ece,Mcap of five of top-10 most valued firms erode by ₹1.67 lakh crore,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240121064500-T1267,20240121064500,indiatimes.com,https://navbharattimes.indiatimes.com/business/share-market/share-news/market-cap-of-top-five-valued-firms-erode-by-1-67-lakh-crore-hdfc-bank-biggest-laggard/articleshow/107025374.cms,"HDFC Bank ने डुबो दिए निवेशकों के 1,22,163.07 करोड़, LIC ने भर दी झोली",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240121070000-566,20240121070000,indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/mcap-of-five-of-top-10-most-valued-firms-erode-by-rs-1-67-lakh-crore-hdfc-bank-biggest-laggard/articleshow/107025140.cms,Mcap of five of top-10 most valued firms erode by Rs 1.67 lakh crore; HDFC Bank biggest laggard,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240121071500-128,20240121071500,thehindubusinessline.com,https://www.thehindubusinessline.com/markets/mcap-of-five-of-top-10-most-valued-firms-erode-by-167-lakh-crore-hdfc-bank-biggest-laggard/article67761858.ece,Mcap of five of top-10 most valued firms erode by ₹1.67 lakh crore; HDFC Bank biggest laggard,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240121073000-623,20240121073000,financialexpress.com,https://www.financialexpress.com/market/mcap-of-five-of-top-10-most-valued-firms-erode-by-rs-1-67-lakh-crore-hdfc-bank-biggest-laggard-3370558/,Mcap of five of top-10 most valued firms erode by Rs 1.67 lakh crore; HDFC Bank biggest laggard,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240121074500-T365,20240121074500,livehindustan.com,https://www.livehindustan.com/business/story-stock-market-1-67-lakh-crore-rupees-shock-to-investors-of-these-companies-9229649.html,"stock market 1-67 lakh crore rupees shock to investors of these companies - शेयर बाजार में डूबे 1.67 लाख करोड़ करोड़ रुपये, इन कंपनियों के निवेशकों को झटका , Business News",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240121080000-T1583,20240121080000,punjabkesari.in,https://www.punjabkesari.in/business/news/market-capitalization-of-five-out-of-top-10-companies-decreased-1931376,सेंसेक्स की शीर्ष 10 में से पांच कंपनियों का बाजार पूंजीकरण 1.67 लाख करोड़ रुपए घटा - market capitalization of five out of top 10 companies decreased,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240121083000-327,20240121083000,independantexpress.com,https://independantexpress.com/work-goes-from-science-fiction-to-reality/,Work goes from science fiction to reality - Independant Express,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240121090000-88,20240121090000,orissapost.com,https://www.orissapost.com/mcap-of-five-of-top-10-most-valued-firms-erode-by-rs1-67-lakh-crore-hdfc-bank-biggest-laggard/,Mcap of five of top-10 most valued firms erode by Rs1.67 lakh crore; HDFC Bank biggest laggard,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240121091500-423,20240121091500,moneycontrol.com,https://www.moneycontrol.com/news/business/markets/mcap-of-five-of-top-10-most-valued-firms-erode-by-rs-1-67-lakh-crore-hdfc-bank-biggest-laggard-12096311.html,Mcap of five of top-10 most valued firms erode by Rs 1.67 lakh crore; HDFC Bank biggest laggard,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240121091500-131,20240121091500,livemint.com,https://www.livemint.com/market/stock-market-news/bears-maul-indian-market-top-5-indian-firms-shed-rs-1-67-lakh-crore-hdfc-bank-leads-tumble-11705813722880.html,"Bears maul Indian Market: Top 5 Indian firms shed ₹1.67 lakh crore, HDFC Bank leads tumble",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240121093000-137,20240121093000,india.com,https://zeenews.india.com/markets/mcap-of-five-of-top-10-most-valued-firms-erode-by-rs-1-67-lakh-crore-2712159.html,Mcap Of Five Of Top-10 Most Valued Firms Erode By Rs 1.67 Lakh Crore,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240121094500-140,20240121094500,tribuneindia.com,https://www.tribuneindia.com/news/business/m-cap-of-five-of-top-10-most-valued-firms-erode-by-rs-1-67-lakh-crore-hdfc-bank-biggest-laggard-583332,M-cap of five of top-10 most valued firms erode by Rs 1.67 lakh-crore; HDFC Bank biggest laggard,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240121101500-T1144,20240121101500,moneycontrol.com,https://hindi.moneycontrol.com/news/markets/combined-market-valuation-of-five-of-the-top-10-valued-firms-eroded-by-rs-1-67-lakh-crore-last-week-hdfc-bank-biggest-loser-1731911.html,"सेंसेक्स की टॉप 10 कंपनियों में से 5 का m-cap ₹1.67 लाख करोड़ घटा, इस बैंक को हुआ सबसे ज्यादा नुकसान",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240121113000-192,20240121113000,investing.com,https://www.investing.com/news/stock-market-news/india-stocks-lower-at-close-of-trade-nifty-50-unchanged-3278935,India stocks lower at close of trade; Nifty 50 unchanged By Investing.com,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240121130000-389,20240121130000,retailgazette.co.uk,https://www.retailgazette.co.uk/blog/2024/01/asdas-walmart-it-systems/,Asda's Issa brothers still paying Walmart to use old IT systems,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240122010000-280,20240122010000,indiatimes.com,https://economictimes.indiatimes.com/tech/information-tech/indian-it-majors-see-more-positive-attitude-from-us-federal-clients/articleshow/107033318.cms,indian it us federal clients: Tech boost? several US federal contracts up for renewal in next two quarters,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240122043000-487,20240122043000,indiatimes.com,https://timesofindia.indiatimes.com/gadgets-news/bsnl-employee-union-sends-letter-to-it-minister-complains-of-delay-in-tcs-backed-4g-network/articleshow/107034429.cms,"BSNL employee union sends letter to IT minister, complains of delay in TCS-backed 4G network",OVERLAP,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240122044500-T652,20240122044500,loksatta.com,https://www.loksatta.com/business/market/seeing-the-decrease-in-production-price-of-tur-dal-is-likely-to-increase-invest-in-tcs-or-tur-print-eco-news-ssb-93-4170483/,क कमॉडिटीचा : टीसीएसपेक्षा तूर फायद्याची...,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240122061500-T1455,20240122061500,amarujala.com,https://www.amarujala.com/business/business-diary/ayodhya-more-than-500-business-giants-including-tata-ambani-and-adani-invited-know-who-in-ayodhya-2024-01-22,"Ayodhya: More Than 500 Business Giants Including Tata, Ambani And Adani Invited, Know Who In Ayodhya - Amar Ujala Hindi News Live - Ayodhya:बिड़ला, अंबानी, मित्तल समेत समेत ये बिजनेस लीडर्स अयोध्या में, जानें प्राण प्रतिष्ठा में कौन-कौन?",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240122063000-T1325,20240122063000,punjabkesari.in,https://www.punjabkesari.in/business/news/these-business-leaders-including-birla-ambani-mittal-reached-ayodhya-1931804,"बिड़ला, अंबानी, मित्तल समेत समेत ये बिजनेस लीडर्स अयोध्या में पहुंचे - these business leaders including birla ambani mittal reached ayodhya",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240122080000-328,20240122080000,thehindubusinessline.com,https://www.thehindubusinessline.com/markets/tcs-creates-post-trade-platform-with-euroclear-finland/article67764583.ece,TCS creates post-trade platform with Euroclear Finland - The Hindu BusinessLine,OVERLAP,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240122081500-T2086,20240122081500,dutchitchannel.nl,https://www.dutchitchannel.nl/news/419458/tcs-boekt-meer-omzet-en-winst-met-ai-cloud-en-cybersecurity,"Dutch IT Channel - TCS boekt meer omzet en winst met AI, Cloud en Cybersecurity",BROAD_ONLY,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240122113000-1245,20240122113000,moneycontrol.com,https://www.moneycontrol.com/news/technology/tech-mahindra-appoints-ex-tcs-cmo-rajashree-r-as-chief-growth-officer-for-america-strategic-verticals-12102601.html,Tech Mahindra appoints ex-TCS CMO Rajashree R as chief growth officer for America strategic verticals,OVERLAP,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240122120000-T1432,20240122120000,origo.hu,https://www.origo.hu/teve/20240122-drogokrol-es-alkoholizmusarol-beszelt-szetcsuszott-arccal-az-rtl-klub-bukott-sztarja-2024.html,Drogokról és alkoholizmusáról beszélt szétcsúszott arccal az RTL Klub bukott sztárja,BROAD_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240122121500-1143,20240122121500,indiatimes.com,https://economictimes.indiatimes.com/tech/technology/former-tcs-cmo-rajashree-r-joins-tech-mahindra/articleshow/107055034.cms,Tech Mahindra: Former TCS CMO Rajashree R joins Tech Mahindra,OVERLAP,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240122130000-1021,20240122130000,indiatimes.com,https://telecom.economictimes.indiatimes.com/news/enterprise-services/former-tcs-cmo-rajashree-r-joins-tech-mahindra/107057075,"Former TCS CMO Rajashree R joins Tech Mahindra, Telecom News, ET Telecom",OVERLAP,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240122134500-T32,20240122134500,moneycontrol.com,https://hindi.moneycontrol.com/news/business/tech-mahindra-appoints-ex-tcs-cmo-rajashree-r-as-chief-growth-officer-for-america-strategic-verticals-1734721.html,"TCS की पूर्व सीएमओ राजश्री अब Tech Mahindra में, मिली यह जिम्मेदारी",OVERLAP,DIRECTLY_RELEVANT,"Relevant to Tata Consultancy Services corporate performance, operations, IT deals, workforce, or governance."
20240122141500-430,20240122141500,thehindu.com,https://www.thehindu.com/news/national/karnataka/jss-stu-hosts-academia-industry-mou-conclave-in-mysuru/article67765010.ece,JSS STU hosts Academia-Industry MoU conclave in Mysuru,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240122170000-1464,20240122170000,prnewswire.com,https://www.prnewswire.com/news-releases/global-digital-banking-platform-analysis-report-2023-a-7-38-billion-market-in-2022---industry-size-share-trends-opportunities-and-forecasts-2018-2028f-302040488.html,"Global Digital Banking Platform Analysis Report 2023: A $7.38 Billion Market in 2022 - Industry Size, Share, Trends, Opportunities, and Forecasts, 2018-2028F",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240122184500-1485,20240122184500,csrwire.com,https://www.csrwire.com/press_releases/792981-young-innovators-inspire-hope-sustainable-tomorrow,CSRWire - Young Innovators Inspire Hope for a Sustainable Tomorrow,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240122214500-268,20240122214500,financialexpress.com,https://www.financialexpress.com/business/industry-top-it-firms-see-major-rejig-among-cxos-3372157/,Top IT firms see major rejig among CXOs,NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240122221500-2342,20240122221500,tmcnet.com,https://www.tmcnet.com/usubmit/2024/01/22/9949922.htm,"Global Digital Banking Platform Analysis Report 2023: A $7.38 Billion Market in 2022 - Industry Size, Share, Trends, Opportunities, and Forecasts, 2018-2028F",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
20240123040000-99,20240123040000,insurancenewsnet.com,https://insurancenewsnet.com/oarticle/sky-boots-market-worth-observing-growth-black-diamond-dynafit-fischer-sky-boots-market-to-witness-huge-growth-by-2030,"Sky Boots Market Worth Observing Growth : Black Diamond, DYNAFIT, Fischer: Sky Boots Market to Witness Huge Growth by 2030",NARROW_ONLY,NOT_RELEVANT,Unrelated mention or foreign acronym noise
